ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host
200.202.171.64,2844,28.135.157.122,80,university.ac.th
182.60.94.85,3529,208.22.108.169,8000,www.instagram.com
134.235.127.26,5800,234.253.181.166,8000,student.university.ac.th
209.235.191.2,4075,190.171.159.33,80,www.google.com
247.115.213.67,4308,38.216.13.66,80,login.microsoftonline.com
243.184.141.143,1516,70.66.11.114,8000,login.microsoftonline.com
208.185.140.73,2029,18.182.56.95,80,www.google.com
187.247.245.169,3659,227.97.172.243,80,medium.com
121.172.166.211,5077,216.166.174.122,8000,api.line.me
71.86.94.4,4413,5.182.84.188,80,medium.com
114.43.232.2,3854,131.155.207.118,8080,youtube.com
225.97.107.131,3633,186.186.247.74,80,www.google.com
94.66.190.13,1507,177.51.131.214,80,api.line.me
173.109.145.7,4453,116.166.194.196,80,youtube.com
197.73.163.207,3594,5.19.28.244,80,api.line.me
67.89.239.102,1581,175.6.19.143,80,student.university.ac.th
37.179.227.44,2995,58.96.31.4,80,youtube.com
56.150.219.57,6053,25.103.160.191,80,api.line.me
119.135.48.131,2125,75.165.68.226,8000,stackoverflow.com
74.4.60.36,6028,46.169.136.127,80,google.com
208.40.240.228,1282,78.226.123.79,80,www.instagram.com
78.111.121.252,2518,187.137.217.46,8000,medium.com
86.110.53.235,3359,133.66.137.22,80,teams.microsoft.com
63.218.247.219,5895,211.106.127.247,80,zoom.us
92.207.113.146,5940,146.146.162.231,8000,amazon.com
129.34.171.25,4394,152.47.115.122,80,zoom.us
