ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host,uri
165.173.111.98,2788,139.109.12.69,80,teams.microsoft.com,/search?q=data
152.244.173.218,1714,8.189.8.201,80,google.com,/dashboard
220.83.188.38,4791,221.117.21.228,8080,amazon.com,/home
178.10.33.185,1621,26.235.147.178,80,facebook.com,/en-US/docs/Web/HTTP
52.27.113.0,5663,181.203.96.176,80,twitter.com,/dashboard
219.195.116.86,3835,83.91.202.183,80,medium.com,/products/books
3.74.163.93,5443,251.78.201.181,80,login.microsoftonline.com,/dashboard
177.51.95.86,2193,205.51.168.76,8000,teams.microsoft.com,/search?q=data
4.236.83.234,1468,95.65.188.42,80,twitter.com,/login
184.27.65.12,6455,149.205.23.111,8080,www.google.com,/profile
211.199.236.22,5181,60.224.5.90,8000,amazon.com,/en-US/docs/Web/HTTP
138.215.73.246,2058,141.29.160.135,80,login.microsoftonline.com,/profile
180.152.100.208,3081,43.181.30.202,8000,login.microsoftonline.com,/home
223.231.94.190,3168,102.30.212.129,80,api.line.me,/dashboard
182.127.66.76,3657,70.219.241.14,80,medium.com,/messages
191.87.98.76,2395,204.8.131.226,80,facebook.com,/en-US/docs/Web/HTTP
32.123.71.173,1528,110.251.85.6,80,twitter.com,/profile
46.86.214.56,3551,224.103.179.36,8000,api.line.me,/download/latest
201.60.69.77,3523,4.6.83.245,80,www.google.com,/en-US/docs/Web/HTTP
13.206.28.130,2706,166.28.44.35,80,youtube.com,/course
58.69.156.246,2929,247.144.210.163,80,login.microsoftonline.com,/messages
50.45.172.197,4052,12.25.74.196,8000,facebook.com,/en-US/docs/Web/HTTP
178.38.73.167,1329,9.113.78.19,80,youtube.com,/en-US/docs/Web/HTTP
99.86.72.41,3397,52.142.219.152,80,youtube.com,/en-US/docs/Web/HTTP
26.50.209.128,1707,105.170.13.71,80,university.ac.th,/api/ping
176.192.157.235,2039,152.167.171.201,80,www.google.com,/api/ping
21.189.212.50,3991,120.74.210.176,80,cdn.discordapp.com,/auth/verify
179.109.251.48,4082,104.96.226.164,80,amazon.com,/messages
154.91.179.57,5754,101.104.21.58,8000,google.com,/messages
133.183.96.68,4667,56.143.132.119,80,amazon.com,/login
32.125.153.193,6461,221.156.128.131,80,cdn.discordapp.com,/products/books
48.247.98.117,5100,231.191.60.177,8000,stackoverflow.com,/en-US/docs/Web/HTTP
53.222.76.230,1143,25.141.94.101,80,www.google.com,/en-US/docs/Web/HTTP
126.166.233.206,6061,77.193.184.215,80,cdn.discordapp.com,/course
57.108.69.159,3467,235.159.103.74,80,www.instagram.com,/stories/12345
129.248.236.100,3479,58.78.126.146,80,api.line.me,/stories/12345
74.40.196.100,4221,69.85.94.189,8000,twitter.com,/profile
154.237.247.106,6194,131.233.245.176,80,student.university.ac.th,/stories/12345
249.111.46.77,2410,221.67.230.71,80,stackoverflow.com,/download/latest
144.240.112.76,1360,129.124.43.68,80,amazon.com,/auth/verify
200.238.253.195,1274,231.55.230.26,80,zoom.us,/auth/verify
139.75.51.127,3115,125.116.159.109,80,youtube.com,/login
138.186.135.38,5553,100.218.116.81,8000,medium.com,/stories/12345
187.105.24.76,3776,168.181.241.154,8000,amazon.com,/products/books
56.47.207.91,3129,27.142.246.149,80,login.microsoftonline.com,/home
212.249.141.76,1274,252.215.93.141,80,twitter.com,/login
84.198.248.51,3401,146.94.116.237,8000,medium.com,/stories/12345
119.146.111.178,2536,159.198.28.250,80,stackoverflow.com,/search?q=data
99.127.159.225,2613,179.115.27.93,80,amazon.com,/course
29.93.95.94,1472,143.65.207.82,8080,amazon.com,/download/latest
56.191.85.123,2632,96.166.172.187,80,student.university.ac.th,/auth/verify
227.179.80.188,2786,223.118.216.216,80,twitter.com,/search?q=data
211.118.238.250,2532,119.13.95.31,80,api.line.me,/stories/12345
57.250.252.139,3553,67.161.216.175,80,api.line.me,/profile
59.170.32.208,3072,245.109.196.109,80,student.university.ac.th,/download/latest
125.206.232.40,1386,209.110.114.88,80,facebook.com,/messages
91.102.33.131,4696,96.175.100.115,80,facebook.com,/dashboard
1.158.3.215,1958,13.62.226.138,80,twitter.com,/api/ping
56.53.133.131,2597,86.4.212.213,80,api.line.me,/stories/12345
72.73.225.41,1115,5.106.107.59,80,teams.microsoft.com,/course
175.29.61.157,3407,202.101.205.67,8000,www.google.com,/login
151.19.230.235,1803,208.113.233.212,8080,google.com,/auth/verify
232.228.37.221,4862,87.163.191.77,80,youtube.com,/profile
66.99.71.158,3770,250.156.227.24,80,amazon.com,/products/books
233.253.229.236,4935,225.68.215.176,8000,login.microsoftonline.com,/course
200.238.165.1,4920,173.222.165.159,8000,amazon.com,/auth/verify
129.55.252.21,2994,116.198.4.150,80,medium.com,/course
76.252.79.111,4573,207.208.224.101,8000,www.instagram.com,/products/books
34.172.108.79,2381,115.58.242.175,80,teams.microsoft.com,/stories/12345
184.73.89.76,1875,63.76.53.83,80,twitter.com,/home
26.35.250.62,2266,238.7.220.242,80,login.microsoftonline.com,/search?q=data
13.90.51.54,4533,34.85.54.236,80,teams.microsoft.com,/login
16.74.228.28,3992,96.197.64.12,80,twitter.com,/home
242.68.91.246,1287,214.253.146.230,80,twitter.com,/messages
248.95.89.33,4317,138.17.212.157,80,login.microsoftonline.com,/api/ping
183.9.68.1,3325,136.82.0.25,8080,cdn.discordapp.com,/dashboard
25.10.53.104,4680,128.215.110.75,8080,login.microsoftonline.com,/login
121.173.206.143,1156,216.56.169.255,80,youtube.com,/auth/verify
177.15.144.144,4483,41.95.174.113,8000,teams.microsoft.com,/auth/verify
9.207.85.187,3450,32.9.50.250,80,university.ac.th,/login
111.179.242.242,3874,225.125.77.46,80,zoom.us,/home
48.246.201.162,2019,19.71.242.17,80,amazon.com,/en-US/docs/Web/HTTP
71.91.112.34,1124,72.61.82.89,80,amazon.com,/search?q=data
2.242.162.26,1976,196.10.199.248,8000,login.microsoftonline.com,/home
182.76.249.93,3968,39.167.10.108,80,student.university.ac.th,/course
49.16.225.115,5096,165.29.103.248,80,twitter.com,/dashboard
61.192.24.106,4231,39.50.230.31,80,university.ac.th,/dashboard
36.153.116.164,3185,200.231.166.248,8000,medium.com,/en-US/docs/Web/HTTP
191.247.166.239,6267,88.238.203.215,80,www.instagram.com,/dashboard
243.102.41.117,5117,126.106.26.113,8000,google.com,/home
101.11.26.18,4784,141.223.87.191,8000,university.ac.th,/home
163.252.49.30,1796,116.144.242.119,80,twitter.com,/course
228.143.167.49,4525,143.109.34.223,8000,cdn.discordapp.com,/search?q=data
132.34.70.146,3882,232.23.89.157,80,teams.microsoft.com,/dashboard
94.85.61.80,4713,50.253.47.230,80,facebook.com,/products/books
214.89.178.204,3228,218.98.215.18,80,amazon.com,/stories/12345
194.98.193.113,2471,244.116.46.57,80,stackoverflow.com,/home
125.74.71.178,4435,72.234.161.87,8000,university.ac.th,/profile
166.40.137.228,1032,137.24.10.154,80,twitter.com,/api/ping
183.255.154.156,3588,61.182.207.44,8000,www.instagram.com,/login
221.59.110.251,2970,36.189.87.211,80,facebook.com,/dashboard
117.209.89.105,6271,243.36.233.85,8000,youtube.com,/stories/12345
41.254.138.6,3093,206.249.11.9,8080,api.line.me,/profile
50.106.180.194,5269,216.57.83.139,8000,medium.com,/download/latest
239.2.30.13,3409,204.19.8.157,8080,student.university.ac.th,/auth/verify
57.124.204.140,5145,55.67.150.230,80,university.ac.th,/login
86.195.114.20,6156,62.153.12.41,80,facebook.com,/messages
8.63.112.99,1693,246.21.234.14,80,student.university.ac.th,/api/ping
136.50.213.61,2111,163.184.63.131,80,google.com,/profile
237.138.234.237,4332,76.76.30.98,80,www.google.com,/course
51.62.13.62,1683,182.81.23.167,8080,cdn.discordapp.com,/api/ping
41.97.93.178,2150,115.112.1.80,80,student.university.ac.th,/stories/12345
224.92.160.84,5300,224.145.193.245,80,login.microsoftonline.com,/en-US/docs/Web/HTTP
220.85.238.227,5188,80.183.223.227,80,facebook.com,/products/books
117.154.194.98,3981,112.191.149.128,8000,login.microsoftonline.com,/stories/12345
101.25.115.68,1930,103.93.88.16,8000,youtube.com,/stories/12345
199.67.231.30,1447,84.146.225.160,80,teams.microsoft.com,/products/books
227.205.100.100,4768,99.144.128.23,80,teams.microsoft.com,/api/ping
178.135.116.86,6091,206.140.210.174,80,twitter.com,/course
143.182.213.174,4198,245.75.214.177,80,twitter.com,/api/ping
37.198.75.62,5056,198.193.180.224,80,student.university.ac.th,/search?q=data
8.154.114.186,3205,92.139.176.209,8080,teams.microsoft.com,/course
181.213.3.172,2059,156.184.6.122,80,login.microsoftonline.com,/api/ping
75.192.178.38,6154,160.198.195.115,80,amazon.com,/stories/12345
126.41.51.99,3675,72.173.208.177,8000,login.microsoftonline.com,/stories/12345
7.215.34.248,3320,164.213.194.31,8000,login.microsoftonline.com,/products/books
179.142.250.144,1360,16.231.32.161,8080,teams.microsoft.com,/products/books
190.164.188.112,3919,104.179.96.91,8000,www.google.com,/api/ping
27.140.149.77,4713,153.220.20.111,80,zoom.us,/home
187.246.54.84,5913,102.175.96.81,80,api.line.me,/products/books
40.252.128.64,6178,217.109.206.144,80,teams.microsoft.com,/products/books
30.120.181.146,5677,126.35.226.102,8000,www.google.com,/home
139.156.222.21,4577,127.202.138.76,8000,api.line.me,/home
252.253.50.149,4246,220.30.219.215,80,google.com,/messages
110.189.223.5,4210,182.166.54.18,80,api.line.me,/course
140.159.176.80,2833,144.194.121.236,8000,api.line.me,/api/ping
20.148.163.31,3211,80.42.173.204,80,medium.com,/login
153.185.92.254,2640,35.185.12.99,8080,api.line.me,/course
5.203.126.27,1941,217.179.221.95,8000,stackoverflow.com,/dashboard
193.219.252.82,3279,130.208.63.228,8080,amazon.com,/dashboard
162.112.188.87,5558,185.58.138.192,80,zoom.us,/messages
129.89.121.245,1343,225.151.29.69,80,api.line.me,/download/latest
51.227.75.66,3314,227.72.230.240,80,student.university.ac.th,/api/ping
143.47.67.108,4014,217.11.79.109,8000,google.com,/api/ping
142.147.126.180,3018,162.72.63.81,80,twitter.com,/search?q=data
140.6.54.14,3598,158.182.221.239,80,youtube.com,/download/latest
14.156.224.132,4457,111.102.38.134,80,youtube.com,/home
203.246.253.168,2317,166.124.94.140,8000,student.university.ac.th,/stories/12345
122.42.122.127,1632,254.16.160.201,8000,zoom.us,/course
61.195.107.5,2040,40.94.15.118,80,youtube.com,/api/ping
176.29.143.196,1675,188.66.126.188,8000,api.line.me,/en-US/docs/Web/HTTP
37.40.207.122,3905,141.227.56.123,80,university.ac.th,/profile
241.151.65.136,1159,94.226.55.107,80,facebook.com,/api/ping
248.64.236.148,2685,186.48.172.229,8000,facebook.com,/stories/12345
126.212.245.16,4608,18.82.128.196,80,teams.microsoft.com,/profile
5.131.197.8,4421,237.141.55.61,80,cdn.discordapp.com,/home
68.192.140.142,2577,2.53.1.120,8080,teams.microsoft.com,/messages
119.95.187.26,1433,175.98.124.226,8000,medium.com,/api/ping
126.7.41.233,2348,5.191.12.45,8000,www.instagram.com,/api/ping
144.137.159.209,5881,178.33.38.163,80,login.microsoftonline.com,/home
77.231.43.164,4793,157.171.124.41,80,api.line.me,/auth/verify
133.79.93.223,4005,77.38.196.207,8000,cdn.discordapp.com,/download/latest
214.26.107.222,6227,106.12.249.222,8080,student.university.ac.th,/search?q=data
71.192.147.186,2275,150.168.4.172,80,api.line.me,/api/ping
76.228.229.70,4778,214.23.231.224,80,university.ac.th,/course
7.30.142.225,3213,214.244.155.197,80,youtube.com,/profile
240.41.242.124,6314,117.101.37.117,80,teams.microsoft.com,/search?q=data
142.17.119.78,3438,72.67.80.244,80,api.line.me,/login
135.116.16.70,2040,56.124.204.254,80,www.google.com,/course
64.156.61.79,2852,129.144.95.90,80,stackoverflow.com,/search?q=data
137.136.170.180,3336,105.21.10.146,80,university.ac.th,/en-US/docs/Web/HTTP
240.146.148.133,1620,104.74.39.209,80,youtube.com,/search?q=data
98.142.75.76,3073,255.136.133.80,80,twitter.com,/login
158.128.64.85,2428,27.142.139.7,8000,twitter.com,/api/ping
134.190.171.81,3800,38.42.199.192,80,teams.microsoft.com,/home
237.229.96.176,5981,39.108.160.54,80,www.google.com,/home
73.199.158.247,1545,182.8.219.12,80,google.com,/dashboard
29.177.100.241,3636,103.122.240.94,80,youtube.com,/products/books
112.137.182.97,6405,139.107.114.154,80,login.microsoftonline.com,/profile
237.204.152.171,3171,85.98.68.36,80,login.microsoftonline.com,/dashboard
230.199.60.223,2454,219.24.228.178,8000,student.university.ac.th,/products/books
233.44.96.108,3331,145.201.85.158,80,teams.microsoft.com,/api/ping
224.101.13.242,3646,187.18.20.6,8000,twitter.com,/auth/verify
18.218.23.222,4507,141.106.181.77,80,google.com,/home
193.45.148.127,5607,213.155.178.5,80,amazon.com,/course
130.49.164.187,1634,55.53.30.164,80,www.instagram.com,/stories/12345
15.177.168.206,2580,226.25.80.218,80,medium.com,/profile
78.161.59.166,1296,202.48.52.168,8000,www.instagram.com,/stories/12345
62.202.95.29,4954,86.13.248.197,8000,amazon.com,/api/ping
105.49.165.192,3817,17.51.18.91,80,medium.com,/auth/verify
82.120.243.50,5958,132.37.58.69,80,youtube.com,/dashboard
